全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
352080,400013,山口県岩国市,山口平成病院,ヤマグチヘイセイビョウイン,,病院,352080,,山口県岩国市玖珂町11340番地,山口県,岩国市玖珂町11340番地,,,,34.102129,132.059525,,,0827-82-6111,,0827-82-3870,,,,,2.25001E+12,医療法人　山口平成会,3517210831,月火水木金土,9:00:00,17:00:00,祝日、8/13～15、12/30～1/3は休診。,,内科、呼吸器内科、消化器内科、循環器内科、リウマチ科、リハビリテーション科,150,,,https://yamaguchihp.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400014,山口県岩国市,周防病院,スオウビョウイン,,病院,352080,,山口県岩国市周東町上久原123番地,山口県,岩国市周東町上久原123番地,,,,34.076569,132.072962,,,0827-84-1223,,0827-84-1230,,,,,7.25001E+12,医療法人　全生会,3517210864,月火水木金土,9:00:00,17:00:00,土曜日は午前の診療。祝日、12/30～1/3は休診。,,内科、呼吸器内科、神経内科、放射線科、循環器内科、消化器内科、リハビリテーション科,120,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400015,山口県岩国市,藤政病院,フジマサビョウイン,,病院,352080,,山口県岩国市周東町下久原2403番地1,山口県,岩国市周東町下久原2403番地1,,,,34.093604,132.05029,,,0827-84-0037,,0827-84-0676,,,,,8.25001E+12,医療法人　清志会,3517210930,月火水木金土,9:00:00,18:00:00,水曜日と土曜日は午前の診療。祝日、8/14～15、12/29～1/3は休診。,,内科、外科、整形外科、歯科、矯正歯科、小児歯科、歯科口腔外科,40,,,http://fujimasahosp.sakura.ne.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400016,山口県岩国市,岩国市立錦中央病院,イワクニシリツニシキチュウオウビョウイン,,病院,352080,,山口県岩国市錦町広瀬1072-1,山口県,岩国市錦町広瀬1072-1,,,,34.262298,131.954703,,,0827-72-2321,,0827-72-3361,,,,,,岩国市長,3517210278,月火水木金,8:15:00,17:15:00,祝日、12/29～1/3は休診。,,内科、外科、整形外科、脳神経外科、皮膚科、泌尿器科、眼科、耳鼻咽喉科,53,,,http://www.nishiki.org/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400017,山口県岩国市,岩国市立美和病院,イワクニシリツミワビョウイン,,病院,352080,,山口県岩国市美和町渋前1776-1,山口県,岩国市美和町渋前1776-1,,,,34.220318,132.081351,,,0827-96-1155,,0827-96-1157,,,,,,岩国市長,3517210013,月火水木金,8:30:00,17:15:00,祝日、12/29～1/3は休診。,,内科、神経科、小児科、外科、整形外科、眼科,52,,,https://miwahospital.org/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400018,山口県岩国市,青空診療所,アオゾラシンリョウジョ,,無床診療所,352080,,山口県岩国市平田6丁目24番5号,山口県,岩国市平田6丁目24番5号,,,,34.140079,132.189115,,,0827-35-2020,,0827-35-2021,,,,,,,3510812500,月火水木金,9:00:00,17:00:00,祝日、8/13～15、12/29～1/3は休診。,,精神科、心療内科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400019,山口県岩国市,医療法人 岩見内科医院,イリョウホウジン　イワミナイカイイン,,無床診療所,352080,,山口県岩国市元町2丁目1番15号,山口県,岩国市元町2丁目1番15号,,,,34.171259,132.227674,,,0827-21-0077,,0827-24-0077,,,,,4.25001E+12,医療法人　岩見内科医院,3510812724,月火水木金土,8:00:00,18:00:00,木曜日の午後は予約検査、訪問診療のみ。土曜日は午前の診療。祝日、8/14～15、12/29～1/3は休診。,,内科,0,,,https://iwami.clinic-yamaguchi.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400020,山口県岩国市,医療法人社団松柏会 岩国整形外科,イリョウホウジンシャダン　ショウハクカイ　イワクニセイケイゲカ,,無床診療所,352080,,山口県岩国市錦見6丁目13番40号,山口県,岩国市錦見6丁目13番40号,,,,34.164592,132.193568,,,0827-43-1235,,0827-43-1236,,,,,2.25001E+12,医療法人社団　松柏会,3510811148,月火水金土,9:00:00,17:30:00,土曜日は午前の診療。祝日、8/13～15、12/30～1/3は休診。,,整形外科、リハビリテーション科,0,,,http://iwakuniseikei.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400021,山口県岩国市,医療法人　岩崎内科医院,イリョウホウジン　イワサキナイカイイン,,無床診療所,352080,,山口県岩国市南岩国町1丁目30番13号,山口県,岩国市南岩国町1丁目30番13号,,,,34.136172,132.200868,,,0827-31-4815,,0827-31-4649,,,,,5.25001E+12,医療法人　岩崎内科医院,3510811437,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/14～16、12/29～1/3は休診。,,内科、循環器内科、糖尿病内科（代謝内科）,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400022,山口県岩国市,岩﨑クリニック,イワサキクリニック,,無床診療所,352080,,山口県岩国市錦見4丁目1番13号,山口県,岩国市錦見4丁目1番13号,,,,34.165324,132.187529,,,0827-43-3699,,0827-43-4503,,,,,,,3510811833,月火水金土,9:00:00,18:00:00,土曜日は午前の診療。祝日、8/15・16、12/30～1/4は休診。,,内科、心療内科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400023,山口県岩国市,いしいケア・クリニック,イシイケアクリニック,,無床診療所,352080,,山口県岩国市麻里布町3丁目5番5号,山口県,岩国市麻里布町3丁目5番5号,,,,34.16987,132.222358,,,0827-29-0114,,0827-29-0707,,,,,1.25001E+12,医療法人　新生会,3510812716,月火水木金土,9:00:00,17:00:00,祝日、12/31～1/3は休診。,,内科、リハビリテーション科,0,,,https://i-shinseikai.or.jp/organization/ishii-cc/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400024,山口県岩国市,いなだ泌尿器科クリニック,イナダヒニョウキカクリニック,,無床診療所,352080,,山口県岩国市今津町1丁目16番3号,山口県,岩国市今津町1丁目16番3号,,,,34.165968,132.219322,,,0827-21-1976,,0827-22-8271,,,,,,,3510812245,月火水木金土,9:00:00,17:45:00,木曜日と土曜日は午前の診療。祝日、8/13～16、12/30～1/4は休診。,,皮膚科、泌尿器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400025,山口県岩国市,医療法人社団　上田整形外科,イリョウホウジンシャダン　ウエダセイケイゲカ,,無床診療所,352080,,山口県岩国市今津町4丁目2番5号,山口県,岩国市今津町4丁目2番5号,,,,34.165554,132.217715,,,0827-23-3111,,0827-23-3112,,,,,6.25001E+12,医療法人社団　上田整形外科,3510812062,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日は休診。,,整形外科、リハビリテーション科,0,,,https://www.iwakuni-uedaseikeigeka.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400026,山口県岩国市,牛野谷クリニック,ウシノヤクリニック,,無床診療所,352080,,山口県岩国市牛野谷町3丁目39番19号,山口県,岩国市牛野谷町3丁目39番19号,,,,34.151198,132.201741,,,0827-35-1010,,0827-35-1001,,,,,,,3510812484,月火水木金土,8:30:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,内科、リハビリテーション科、外科、肛門科、胃腸科、消化器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400027,山口県岩国市,小幡眼科医院,オバタガンカイイン,,無床診療所,352080,,山口県岩国市岩国1丁目19番6号,山口県,岩国市岩国1丁目19番6号,,,,34.166052,132.181646,,,0827-43-0245,,0827-43-0245,,,,,2.25001E+12,医療法人社団　小幡眼科医院,3510811874,月火水木金土,8:30:00,17:15:00,水曜日の午後は手術のみ。木曜日と土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,眼科,0,,,https://obataganka.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400028,山口県岩国市,岡山医院,オカヤマイイン,,無床診療所,352080,,山口県岩国市平田6丁目51-16,山口県,岩国市平田6丁目51-16,,,,34.137692,132.183599,,,0827-32-2288,,0827-32-7070,,,,,,,3510812831,月火水木金土,9:00:00,18:00:00,月・火・水・金曜日の14:00～15:00は乳児検診、予防接種、往診。木曜日と土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,内科、小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400029,山口県岩国市,医療法人和会 沖井クリニック,イリョウホウジン　ナゴミカイ　オキイクリニック,,無床診療所,352080,,山口県岩国市元町4丁目5番10号,山口県,岩国市元町4丁目5番10号,,,,34.17172,132.231371,,,0827-21-0720,,0827-21-0723,,,,,9.25001E+12,医療法人和会,3510812039,月火水木金土,9:00:00,18:00:00,火曜日と土曜日は午前の診療。祝日、8/13～15、12/31～1/3は休診。,,胃腸科、外科、麻酔科、リハビリテーション科,0,,,http://ngm.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400030,山口県岩国市,小野内科,オノナイカ,,無床診療所,352080,,山口県岩国市三笠町2丁目6番9号,山口県,岩国市三笠町2丁目6番9号,,,,34.166109,132.227202,,,0827-21-2703,,0827-22-4832,,,,,4.25001E+12,医療法人　小野内科,3510812468,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,内科、消化器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400031,山口県岩国市,医療法人社団 大谷整形外科,イリョウホウジンシャダン　オオタニセイケイゲカ,,無床診療所,352080,,山口県岩国市麻里布町3丁目1番25号,山口県,岩国市麻里布町3丁目1番25号,,,,34.17201,132.222997,,,0827-24-4970,,0827-23-4976,,,,,3.25001E+12,医療法人社団　大谷整形外科,3510812252,月火水金土,9:00:00,18:00:00,土曜日は午前の診療。祝日は休診。,,整形外科、リウマチ科、リハビリテーション科,0,,,http://otani-seikei.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400032,山口県岩国市,川下整形外科,カワシモセイケイゲカ,,無床診療所,352080,,山口県岩国市車町1丁目13番19号,山口県,岩国市車町1丁目13番19号,,,,34.156039,132.217717,,,0827-22-2222,,0827-22-2272,,,,,7.25001E+12,医療法人　川下整形外科,3510812922,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/29～1/3は休診。,,整形外科、リウマチ科、リハビリテーション科,0,,,http://www.kunishi-cl.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400033,山口県岩国市,片山クリニック,カタヤマクリニック,,無床診療所,352080,,山口県岩国市平田4丁目16番地35号,山口県,岩国市平田4丁目16番地35号,,,,34.143086,132.186831,,,0827-32-2121,,0827-28-6010,,,,,1.25001E+12,医療法人　片山クリニック,3510811726,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/30～1/3は休診。第3・4・5水曜の午後は休診。他、不定期に休診あり。,,消化器科、外科、透析内科,0,,,http://www.katayama-clinic.net/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400034,山口県岩国市,桑原内科,クワハラナイカ,,無床診療所,352080,,山口県岩国市麻里布町5丁目4番2号,山口県,岩国市麻里布町5丁目4番2号,,,,34.174591,132.224471,,,0827-21-0839,,0827-23-6223,,,,,3.25001E+12,医療法人社団　桑原内科,3510811619,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日、8/14・15、12/30～1/3は休診。,,内科、消化器科、小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400035,山口県岩国市,栗栖眼科,クリスガンカ,,無床診療所,352080,,山口県岩国市平田1丁目28番28号,山口県,岩国市平田1丁目28番28号,,,,34.149315,132.181292,,,0827-34-5513,,0827-34-5515,,,,,,,3510812435,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日は休診。,,眼科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400036,山口県岩国市,医療法人社団 小林耳鼻咽喉科医院,イリョウホウジンシャダン　コバヤシジビインコウカイイン,,無床診療所,352080,,山口県岩国市今津町3丁目1番34号,山口県,岩国市今津町3丁目1番34号,,,,34.164952,132.217313,,,0827-21-2718,,0827-22-3080,,,,,9.25001E+12,医療法人社団　小林耳鼻咽喉科医院,3510812005,月火水金土,9:00:00,18:00:00,土曜日は午前の診療。祝日、8/14～16、12/30～1/4は休診。,,耳鼻咽喉科、気管食道科、アレルギー科,0,,,http://kobayashi-jibika.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400037,山口県岩国市,小林クリニック,コバヤシクリニック,,無床診療所,352080,,山口県岩国市山手町1丁目11番23号,山口県,岩国市山手町1丁目11番23号,,,,34.168587,132.217285,,,0827-23-5884,,0827-23-5887,,,,,,,3510812336,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～8/15、12/29～1/3、1/5は休診。,,内科、呼吸器科、外科、放射線科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400038,山口県岩国市,ごちょう眼科,ゴチョウガンカ,,無床診療所,352080,,山口県岩国市麻里布町3丁目20番25号,山口県,岩国市麻里布町3丁目20番25号,,,,34.172074,132.220001,,,0827-22-7432,,0827-22-2239,,,,,1.25001E+12,医療法人社団　ごちょう眼科,3510811734,月火水金土,9:00:00,18:00:00,土曜日は16時まで診療。祝日、8/14・15、12/30～1/3は休診。,,眼科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400039,山口県岩国市,後藤皮膚科クリニック,ゴトウヒフカクリニック,,無床診療所,352080,,山口県岩国市今津町3丁目16番15号,山口県,岩国市今津町3丁目16番15号,,,,34.163019,132.215545,,,0827-21-5510,,0827-21-5530,,,,,,,3510812591,月火水金土,9:00:00,17:30:00,土曜日は14時まで診療。祝日は休診。,,皮膚科、アレルギー科、美容外科、婦人科,0,,,https://www.brighcell.jp/clinic/intro/gotou_h.html,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400041,山口県岩国市,医療法人　さいとう皮膚科,イリョウホウジン　サイトウヒフカ,,無床診療所,352080,,山口県岩国市車町2丁目12番42号,山口県,岩国市車町2丁目12番42号,,,,34.156209,132.220649,,,0827-23-4477,,0827-23-4487,,,,,8.25001E+12,医療法人　さいとう皮膚科,3510812328,月火水木金土,9:00:00,18:00:00,月・火・水・金曜日の午後と土曜日の午前は予約優先。木曜日と土曜日は午前の診療。祝日、8/13～15、12/30～1/3は休診。,,皮膚科,0,,,http://www.urban.ne.jp/home/saito113/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
