全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
352080,1200011,山口県岩国市,通津出張所,ツヅシュッチョウショ,,,,,,352080,,山口県岩国市通津2571-5,山口県,岩国市通津2571-5,,,,34.071553,132.207221,,,0827-38-1001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり、車イス対応トイレあり
352080,1200012,山口県岩国市,藤河出張所,フジカワシュッチョウショ,,,,,,352080,,山口県岩国市多田2-117-1,山口県,岩国市多田2-117-1,,,,34.18064,132.166967,,,0827-41-0037,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦、スロープあり、車イス使用者用駐車場あり、車イス対応トイレあり、点字ブロックあり
352080,1200013,山口県岩国市,灘出張所,ナダシュッチョウショ,,,,,,352080,,山口県岩国市藤生町1-10-14,山口県,岩国市藤生町1-10-14,,,,34.114896,132.199664,,,0827-31-8707,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり、車イス使用者用駐車場あり、車イス対応トイレあり
352080,1200014,山口県岩国市,南河内出張所,ミナミゴウチシュッチョウショ,,,,,,352080,,山口県岩国市土生39-3,山口県,岩国市土生39-3,,,,34.15213,132.103403,,,0827-47-2001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦
352080,1200015,山口県岩国市,平田出張所,ヒラタシュッチョウショ,,,,,,352080,,山口県岩国市平田3-22-18,山口県,岩国市平田3-22-18,,,,34.142382,132.186398,,,0827-31-2514,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり
352080,1200016,山口県岩国市,北河内出張所,キタゴウチシュッチョウショ,,,,,,352080,,山口県岩国市下446-2,山口県,岩国市下446-2,,,,34.162925,132.090648,,,0827-47-3001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦、スロープあり、車イス対応トイレあり
352080,1200017,山口県岩国市,由宇総合支所,ユウソウゴウシショ,,,,,,352080,,山口県岩国市由宇町中央1-1-10,山口県,岩国市由宇町中央1-1-10,,,,34.046855,132.212042,,,0827-63-1111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200018,山口県岩国市,玖珂支所,クガシショ,,,,,,352080,,山口県岩国市玖珂町4933-2,山口県,岩国市玖珂町4933-2,,,,34.091368,132.083617,,,0827-82-2511,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり、車イス対応トイレあり、車イス使用者用駐車場あり
352080,1200019,山口県岩国市,周東総合支所,シュウトウソウゴウシショ,,,,,,352080,,山口県岩国市周東町下久原1208-1,山口県,岩国市周東町下久原1208-1,,,,34.093171,132.051797,,,0827-84-1111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦、車イス対応トイレあり、車イス使用者用駐車場あり
352080,1200020,山口県岩国市,錦総合支所,ニシキソウゴウシショ,,,,,,352080,,山口県岩国市錦町広瀬12-8,山口県,岩国市錦町広瀬12-8,,,,34.262791,131.959665,,,0827-72-2111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200021,山口県岩国市,根笠出張所,ネカサシュッチョウショ,,,,,,352080,,山口県岩国市美川町根笠598-1,山口県,岩国市美川町根笠598-1,,,,34.198301,131.993763,,,0827-77-0211,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり
352080,1200022,山口県岩国市,南桑出張所,ナグワシュッチョウショ,,,,,,352080,,山口県岩国市美川町南桑2420-1,山口県,岩国市美川町南桑2420-1,,,,34.209778,132.022695,,,0827-77-0001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦、点字ブロックあり
352080,1200023,山口県岩国市,美和総合支所,ミワソウゴウシショ,,,,,,352080,,山口県岩国市美和町生見12126,山口県,岩国市美和町生見12126,,,,34.224183,132.078227,,,0827-96-1111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200024,山口県岩国市,本郷支所,ホンゴウシショ,,,,,,352080,,山口県岩国市本郷町本郷2082-1,山口県,岩国市本郷町本郷2082-1,,,,34.293934,132.040888,,,0827-75-2311,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,障がい者用駐車場有り、多目的トイレ有り、車椅子貸出有り
352080,1200025,山口県岩国市,高根出張所,タカネシュッチョウショ,,,,,,352080,,山口県岩国市錦町宇佐郷1046-1,山口県,岩国市錦町宇佐郷1046-1,,,,34.376082,132.022799,,,0827-74-0001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦
352080,1200026,山口県岩国市,深須出張所,フカスシュッチョウショ,,,,,,352080,,山口県岩国市錦町深川2770,山口県,岩国市錦町深川2770,,,,34.315701,131.991271,,,0827-73-0001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,出入り口にスロープあり
352080,1200027,山口県岩国市,美川支所,ミカワシショ,,,,,,352080,,山口県岩国市美川町四馬神1057,山口県,岩国市美川町四馬神1057,,,,34.241945,131.986294,,,0827-76-0329,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200029,山口県岩国市,本郷福祉サービスセンター,ホンゴウフクシサービスセンター,,,,,,352080,,山口県岩国市本郷町本郷2094,山口県,岩国市本郷町本郷2094,,,,34.294129,132.039553,,,0827-75-2355,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200030,山口県岩国市,由宇保健センター,ユウホケンセンター,,,,,,352080,,山口県岩国市由宇町中央1-10-11,山口県,岩国市由宇町中央1-10-11,,,,34.04576,132.210999,,,0827-63-3111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。土日祝も行事のある際はその行事のために開館有。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、多目的トイレ
352080,1200031,山口県岩国市,錦保健センター,ニシキホケンセンター,,,,,,352080,,山口県岩国市錦町広瀬1067-1,山口県,岩国市錦町広瀬1067-1,,,,34.262701,131.955126,,,0827-72-3111,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。行事等のあるときのみ開館。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、多目的トイレ
352080,1200032,山口県岩国市,玖珂保健センター,クガホケンセンター,,,,,,352080,,山口県岩国市玖珂町4933-2,山口県,岩国市玖珂町4933-2,,,,34.091368,132.083617,,,0827-82-2020,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。土日祝も行事のある際はその行事のために開館有。,,,,,,,,,,,,,,,,,,,,,,スロープあり、車イス対応トイレあり、車イス使用者用駐車場あり
352080,1200033,山口県岩国市,周東保健センター,シュウトウホケンセンター,,,,,,352080,,山口県岩国市周東町下久原1208-1,山口県,岩国市周東町下久原1208-1,,,,34.093171,132.051797,,,0827-84-3580,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。土日祝も行事のある際はその行事のために開館有。,,,,,,,,,,,,,,,,,,,,,,出入り口が平坦、車イス対応トイレあり、車イス使用者用駐車場あり
352080,1200034,山口県岩国市,美川保健センター,ミカワホケンセンター,,,,,,352080,,山口県岩国市美川町四馬神1057,山口県,岩国市美川町四馬神1057,,,,34.242067,131.986215,,,0827-76-0220,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。土日祝も行事のある際はその行事のために開館有。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、障がい者用駐車場、多目的トイレ
352080,1200035,山口県岩国市,美和保健センター,ミワホケンセンター,,,,,,352080,,山口県岩国市美和町生見12128,山口県,岩国市美和町生見12128,,,,34.224094,132.078653,,,0827-96-1706,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。行事等のあるときのみ開館。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、障がい者用駐車場、多目的トイレ
352080,1200036,山口県岩国市,岩国市保健センター,イワクニシホケンセンター,,,,,,352080,,山口県岩国市室の木町3-1-11,山口県,岩国市室の木町3-1-11,,,,34.172019,132.209457,,,0827-24-3751,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。土日祝も行事のある際はその行事のために開館有。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、多目的トイレ
352080,1200037,山口県岩国市,本郷保健センター,ホンゴウホケンセンター,,,,,,352080,,山口県岩国市本郷町本郷2100-1,山口県,岩国市本郷町本郷2100-1,,,,34.294373,132.040448,,,0827-75-2350,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,祝日及び12/29から1/3は利用不可。行事等のあるときのみ開館。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、スロープ、多目的トイレ
352080,1200038,山口県岩国市,玖珂総合公園,クガソウゴウコウエン,,,,,,352080,,山口県岩国市玖珂町3800-1,山口県,岩国市玖珂町3800-1,,,,34.078221,132.099652,,,0827-81-0350,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,21:00:00,12/29から1/3が利用不可。※5月～9月は早朝グラウンド･ゴルフ利用対応の為、7時から開園。,,,,,,,,,,,,,,,,,,,,,,障害者用駐車場有り、スロープ有り、多目的トイレ有り
352080,1200039,山口県岩国市,岩国徴古館,イワクニチョウコカン,,,,,,352080,,山口県岩国市横山2-358-2,山口県,岩国市横山2-358-2,,,,34.170967,132.17714,,,0827-41-0452,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,17:00:00,月曜日が祝日の場合は翌日が休館日。展示替え期間及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,http://www.city.iwakuni.lg.jp/site/chokokan/,,,車椅子貸し出し有り
352080,1200040,山口県岩国市,岩国学校教育資料館,イワクニガッコウキョウイクシリョウカン,,,,,,352080,,山口県岩国市岩国3-3434-2,山口県,岩国市岩国3-3434-2,,,,34.164134,132.184064,,,0827-41-0540,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,17:00:00,月曜日が祝日の場合は翌日が休館日。12/29から1/3が利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200041,山口県岩国市,岩国図書館臨時窓口（岩国西郵便局内）,イワクニトショカンリンジマドグチ（イワクニニシユウビンキョクナイ）,,,,,,352080,,山口県岩国市岩国2-17-17,山口県,岩国市岩国2-17-17,,,,34.164411,132.183712,,,0827-41-0880,,,,,,1.00002E+12,岩国市,月火水木金,9:30:00,17:00:00,土日祝日及び12/29から1/4,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/iwakuni,,,車椅子段差対応
352080,1200042,山口県岩国市,周東図書館,シュウトウトショカン,,,,,,352080,,山口県岩国市周東町下久原1201-1,山口県,岩国市周東町下久原1201-1,,,,34.092005,132.051921,,,0827-84-1765,,,,,,1.00002E+12,岩国市,火水木金土日,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/shutou,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、多目的トイレ有り、車椅子貸出有り
352080,1200043,山口県岩国市,中央図書館,チュウオウトショカン,,,,,,352080,,山口県岩国市南岩国町4-52-1,山口県,岩国市南岩国町4-52-1,,,,34.134186,132.195347,,,0827-31-5048,,,,,,1.00002E+12,岩国市,火水木金土日,10:00:00,19:00:00,土曜日・日曜日の開館時間は9:30から17:00まで。祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/chuou,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、エレベータ-有り、多目的トイレ有り、車椅子貸出有り
352080,1200044,山口県岩国市,中央図書館麻里布分室,チュウオウトショカンマリフブンシツ,,,,,,352080,,山口県岩国市麻里布町7-1-2,山口県,岩国市麻里布町7-1-2,,,,34.171415,132.219224,,,0827-22-5845,,,,,,1.00002E+12,岩国市,火水木金土日,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/marifu,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、エレベータ-有り、多目的トイレ有り、車椅子貸出有り
352080,1200045,山口県岩国市,由宇図書館,ユウトショカン,,,,,,352080,,山口県岩国市由宇町中央1-1-15,山口県,岩国市由宇町中央1-1-15,,,,34.046702,132.211677,,,0827-63-5117,,,,,,1.00002E+12,岩国市,火水木金土日,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/yuu,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、多目的トイレ有り、車椅子貸出有り
352080,1200046,山口県岩国市,玖珂図書館,クガトショカン,,,,,,352080,,山口県岩国市玖珂町4933-2,山口県,岩国市玖珂町4933-2,,,,34.091368,132.083617,,,0827-82-4444,,,,,,1.00002E+12,岩国市,火水木金土日,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり、車イス対応トイレあり、車イス使用者用駐車場あり
352080,1200047,山口県岩国市,美和図書館,ミワトショカン,,,,,,352080,,山口県岩国市美和町渋前1751,山口県,岩国市美和町渋前1751,,,,34.221847,132.0871,,,0827-95-0005,,,,,,1.00002E+12,岩国市,火水木金土日,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）が利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/miwa,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、エレベータ-有り、多目的トイレ有り、車椅子貸出有り
352080,1200048,山口県岩国市,玖珂体育センター,クガタイイクセンター,,,,,,352080,,山口県岩国市玖珂町6316-1,山口県,岩国市玖珂町6316-1,,,,34.096924,132.076719,,,0827-82-6600,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,22:00:00,月曜日が祝日の場合は翌日及び12/29から1/3が利用不可。,,,,,,,,,,,,,,,,,,,https://kuga-taiku.com/aiai/,,,障がい者用トイレ有り（１階のみ）
352080,1200049,山口県岩国市,本郷歴史民俗資料館,ホンゴウレキシミンゾクシリョウカン,,,,,,352080,,山口県岩国市本郷町本郷1526,山口県,岩国市本郷町本郷1526,,,,34.295496,132.038322,,,,,,,,,1.00002E+12,岩国市,月火水木金土,9:00:00,16:00:00,日曜日、祝日及び12/28から1/5は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200050,山口県岩国市,周東祖生グラウンド,シュウトウソオグラウンド,,,,,,352080,,山口県岩国市周東町祖生4529-1,山口県,岩国市周東町祖生4529-1,,,,34.072597,132.116178,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200051,山口県岩国市,周東中央グラウンド,シュウトウチュウオウグラウンド,,,,,,352080,,山口県岩国市周東町下久原1152-2,山口県,岩国市周東町下久原1152-2,,,,34.090152,132.053729,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200052,山口県岩国市,周東中田グラウンド,シュウトウナカタグラウンド,,,,,,352080,,山口県岩国市周東町中山2,山口県,岩国市周東町中山2,,,,34.029272,132.052903,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200053,山口県岩国市,錦図書館,ニシキトショカン,,,,,,352080,,山口県岩国市錦町広瀬6487-4,山口県,岩国市錦町広瀬6487-4,,,,34.263744,131.955296,,,0827-72-2246,,,,,,1.00002E+12,岩国市,月火水木金土,9:30:00,17:00:00,祝日及び12/29から1/4、特別整理休館、第三木曜日（7月・8月を除く）は利用不可。,,,,,,,,,,,,,,,,,,,https://www.library.iwakuni.yamaguchi.jp/library/nishiki,,,障がい者用トイレ有り（１階のみ）
352080,1200054,山口県岩国市,錦深川屋内多目的広場（全天候型ゲートボール場）,ニシキフカガワオクナイタモクテキヒロバ,,,,,,352080,,山口県岩国市錦町深川697-3,山口県,岩国市錦町深川697-3,,,,34.305785,131.975249,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200055,山口県岩国市,錦上須川運動広場,ニシキカミスガワウンドウヒロバ,,,,,,352080,,山口県岩国市錦町須川4108-2,山口県,岩国市錦町須川4108-2,,,,34.347096,132.000123,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200056,山口県岩国市,美川グラウンド,ミカワグラウンド,,,,,,352080,,山口県岩国市美川町小川403,山口県,岩国市美川町小川403,,,,34.243989,132.003279,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200057,山口県岩国市,美川コミュニティひろば,ミカワコミュニティヒロバ,,,,,,352080,,山口県岩国市美川町四馬神2425-1,山口県,岩国市美川町四馬神2425-1,,,,34.242182,131.985473,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,8:30:00,17:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200058,山口県岩国市,美川根笠運動広場,ミカワネカサウンドウヒロバ,,,,,,352080,,山口県岩国市美川町根笠579-1,山口県,岩国市美川町根笠579-1,,,,34.198001,131.994005,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200059,山口県岩国市,美川体育館,ミカワタイイクカン,,,,,,352080,,山口県岩国市美川町四馬神1309,山口県,岩国市美川町四馬神1309,,,,34.236675,131.986393,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200060,山口県岩国市,美和総合グラウンド,ミワソウゴウグラウンド,,,,,,352080,,山口県岩国市美和町生見12116,山口県,岩国市美和町生見12116,,,,34.224182,132.078228,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200061,山口県岩国市,周東南福祉会館（周東南総合センター）,シュウトウミナミフクシカイカン,,,,,,352080,,山口県岩国市周東町上久原1075-2,山口県,岩国市周東町上久原1075-2,,,,34.078398,132.064816,,,0827-84-0213,,,,,,1.00002E+12,岩国市,月火水木金土日,8:30:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、障がい者用駐車場あり、多目的トイレあり、車椅子貸出あり
352080,1200062,山口県岩国市,由宇グラウンド,ユウグラウンド,,,,,,352080,,山口県岩国市由宇町中央2-19,山口県,岩国市由宇町中央2-19,,,,34.044206,132.207115,,,0827-63-1400,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,21:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,http://www.yu-sc.jp,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、多目的トイレ有り、車椅子貸出有り
352080,1200063,山口県岩国市,玖珂グラウンド,クガグラウンド,,,,,,352080,,山口県岩国市玖珂町6316-1,山口県,岩国市玖珂町6316-1,,,,34.096924,132.076719,,,,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,21:30:00,月曜日が祝日の場合は翌日及び12/29から1/3が利用不可。,,,,,,,,,,,,,,,,,,,https://kuga-taiku.com/park/,,,障害者用駐車場有り、多目的トイレ有り
